day,kosakata,hiragana,arti,contoh1,arti_contoh1,contoh2,arti_contoh2
6,嬉[うれ]しい,,SENANG; GEMBIRA,プレゼントをもらって嬉[うれ]しいです。,SAYA SENANG MENDAPATKAN HADIAH。,あなたに会[あ]えて嬉[うれ]しかったです。,SAYA SENANG BISA BERTEMU DENGAN ANDA。
6,煩[うるさ]い,,BERISIK; MENGGANGGU; CEREWET,この音[おと]は煩[うるさ]いです。,SUARA INI BERISIK。,外[そと]が煩[うるさ]くて眠[ねむ]れません。,DI LUAR BERISIK SEHINGGA SAYA TIDAK BISA TIDUR。
6,薄暗[うすぐら]い,,REMANG-REMANG,この部屋[へや]は薄暗[うすぐら]いです。,KAMAR INI REMANG-REMANG。,薄暗[うすぐら]い道[みち]を歩[ある]きました。,SAYA BERJALAN DI JALAN YANG REMANG-REMANG。
6,薄[うす]い,,TIPIS; PUCAT,この紙[かみ]は薄[うす]いです。,KERTAS INI TIPIS。,味[あじ]が薄[うす]いです。,RASANYA HAMBAR。
6,美[うつく]しい,,INDAH; CANTIK,この花[はな]は美[うつく]しいです。,BUNGA INI INDAH。,美[うつく]しい景色[けしき]を見[み]ました。,SAYA MELIHAT PEMANDANGAN YANG INDAH。
6,悪[わる]い,,BURUK; JELEK,今日[きょう]は天気[てんき]が悪[わる]いです。,CUACA HARI INI BURUK。,彼[かれ]は悪[わる]い人[ひと]ではありません。,DIA BUKAN ORANG YANG JAHAT。
6,喧[やかま]しい,,BERISIK; RIBUT,子供[こども]たちが喧[やかま]しいです。,ANAK-ANAK SANGAT RIBUT。,喧[やかま]しい場所[ばしょ]は苦手[にがて]です。,SAYA TIDAK SUKA TEMPAT YANG BERISIK。
6,優[やさ]しい,,BAIK HATI; LEMBUT,母[はは]は優[やさ]しいです。,IBU SAYA BAIK HATI。,優[やさ]しい先生[せんせい]が好[す]きです。,SAYA MENYUKAI GURU YANG BAIK HATI。
6,易[やさ]しい,,MUDAH,この問題[もんだい]は易[やさ]しいです。,SOAL INI MUDAH。,易[やさ]しい日本語[にほんご]で話[はな]してください。,TOLONG BERBICARA DENGAN BAHASA JEPANG YANG MUDAH。
6,安[やす]い,,MURAH,この店[みせ]は安[やす]いです。,TOKO INI MURAH。,安[やす]い服[ふく]を買[か]いました。,SAYA MEMBELI PAKAIAN YANG MURAH。
6,宜[よろ]しい,,BAIK; BOLEH,これで宜[よろ]しいですか。,APAKAH INI SUDAH BAIK?,こちらで宜[よろ]しいです。,YANG INI TIDAK MASALAH。
6,緩[ゆる]い,,LONGGAR,この服[ふく]は少[すこ]し緩[ゆる]いです。,PAKAIAN INI SEDIKIT LONGGAR。,靴[くつ]のひもが緩[ゆる]いです。,TALI SEPATU SAYA LONGGAR。
6,ずるい,,CURANG; LICIK,それはずるいです。,ITU CURANG。,ずるい方法[ほうほう]で勝[か]ちたくありません。,SAYA TIDAK INGIN MENANG DENGAN CARA YANG CURANG。
6,図々[ずうずう]しい,,TIDAK TAHU MALU; TIDAK TAHU DIRI,彼[かれ]は少[すこ]し図々[ずうずう]しいです。,DIA SEDIKIT TIDAK TAHU MALU。,図々[ずうずう]しいお願[ねが]いですが、手伝[てつだ]ってください。,"INI MEMANG PERMINTAAN YANG AGAK TIDAK ENAK, TETAPI TOLONG BANTU SAYA。"
